TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 232.0, 0.0, 110.0, 122.0, 0.0, 110.0, 122.0, 1.0E-5, 0.01, 0.2
100.0, 9939.0, 8.0, 5155.0, 4776.0, 0.0, 5161.0, 4778.0, 1.0E-5, 0.01, 0.2
200.0, 9943.0, 18.0, 5162.0, 4763.0, 1.0, 5174.0, 4768.0, 1.0E-5, 0.01, 0.2
300.0, 9940.0, 32.0, 5233.0, 4675.0, 4.0, 5251.0, 4685.0, 1.0E-5, 0.01, 0.2
400.0, 9931.0, 46.0, 5241.0, 4644.0, 6.0, 5258.0, 4667.0, 1.0E-5, 0.01, 0.2
500.0, 9928.0, 72.0, 5186.0, 4670.0, 8.0, 5221.0, 4699.0, 1.0E-5, 0.01, 0.2
600.0, 9949.0, 79.0, 5255.0, 4615.0, 4.0, 5289.0, 4656.0, 1.0E-5, 0.01, 0.2
700.0, 9946.0, 66.0, 5299.0, 4581.0, 1.0, 5327.0, 4618.0, 1.0E-5, 0.01, 0.2
800.0, 9953.0, 82.0, 5234.0, 4637.0, 8.0, 5261.0, 4684.0, 1.0E-5, 0.01, 0.2
900.0, 9931.0, 90.0, 5221.0, 4620.0, 9.0, 5248.0, 4674.0, 1.0E-5, 0.01, 0.2
1000.0, 9944.0, 116.0, 5154.0, 4674.0, 24.0, 5188.0, 4732.0, 1.0E-5, 0.01, 0.2
1100.0, 9937.0, 135.0, 5151.0, 4651.0, 26.0, 5206.0, 4705.0, 1.0E-5, 0.01, 0.2
1200.0, 9940.0, 154.0, 5164.0, 4622.0, 28.0, 5238.0, 4674.0, 1.0E-5, 0.01, 0.2
1300.0, 9941.0, 186.0, 5141.0, 4614.0, 30.0, 5238.0, 4673.0, 1.0E-5, 0.01, 0.2
1400.0, 9949.0, 206.0, 5201.0, 4542.0, 37.0, 5309.0, 4603.0, 1.0E-5, 0.01, 0.2
1500.0, 9928.0, 200.0, 5196.0, 4532.0, 36.0, 5290.0, 4602.0, 1.0E-5, 0.01, 0.2
1600.0, 9937.0, 237.0, 5181.0, 4519.0, 38.0, 5291.0, 4608.0, 1.0E-5, 0.01, 0.2
1700.0, 9930.0, 243.0, 5208.0, 4479.0, 45.0, 5314.0, 4571.0, 1.0E-5, 0.01, 0.2
1800.0, 9938.0, 278.0, 5245.0, 4415.0, 53.0, 5368.0, 4517.0, 1.0E-5, 0.01, 0.2
1900.0, 9940.0, 279.0, 5224.0, 4437.0, 48.0, 5347.0, 4545.0, 1.0E-5, 0.01, 0.2
2000.0, 9944.0, 284.0, 5159.0, 4501.0, 37.0, 5290.0, 4617.0, 1.0E-5, 0.01, 0.2
2100.0, 9927.0, 295.0, 5150.0, 4482.0, 42.0, 5292.0, 4593.0, 1.0E-5, 0.01, 0.2
2200.0, 9943.0, 298.0, 5171.0, 4474.0, 31.0, 5311.0, 4601.0, 1.0E-5, 0.01, 0.2
2300.0, 9938.0, 303.0, 5210.0, 4425.0, 32.0, 5355.0, 4551.0, 1.0E-5, 0.01, 0.2
2400.0, 9934.0, 316.0, 5211.0, 4407.0, 21.0, 5352.0, 4561.0, 1.0E-5, 0.01, 0.2
2500.0, 9940.0, 337.0, 5186.0, 4417.0, 21.0, 5331.0, 4588.0, 1.0E-5, 0.01, 0.2
2600.0, 9938.0, 299.0, 5137.0, 4502.0, 13.0, 5269.0, 4656.0, 1.0E-5, 0.01, 0.2
2700.0, 9935.0, 311.0, 5175.0, 4449.0, 22.0, 5304.0, 4609.0, 1.0E-5, 0.01, 0.2
2800.0, 9938.0, 336.0, 5191.0, 4411.0, 18.0, 5331.0, 4589.0, 1.0E-5, 0.01, 0.2
2900.0, 9936.0, 362.0, 5161.0, 4413.0, 27.0, 5302.0, 4607.0, 1.0E-5, 0.01, 0.2
3000.0, 9919.0, 384.0, 5183.0, 4352.0, 23.0, 5342.0, 4554.0, 1.0E-5, 0.01, 0.2
3100.0, 9938.0, 434.0, 5128.0, 4376.0, 22.0, 5297.0, 4619.0, 1.0E-5, 0.01, 0.2
3200.0, 9944.0, 475.0, 5157.0, 4312.0, 19.0, 5340.0, 4585.0, 1.0E-5, 0.01, 0.2
3300.0, 9936.0, 491.0, 5126.0, 4319.0, 28.0, 5306.0, 4602.0, 1.0E-5, 0.01, 0.2
3400.0, 9942.0, 495.0, 5104.0, 4343.0, 27.0, 5285.0, 4630.0, 1.0E-5, 0.01, 0.2
3500.0, 9955.0, 516.0, 5084.0, 4355.0, 31.0, 5291.0, 4633.0, 1.0E-5, 0.01, 0.2
3600.0, 9936.0, 535.0, 5098.0, 4303.0, 28.0, 5328.0, 4580.0, 1.0E-5, 0.01, 0.2
3700.0, 9945.0, 554.0, 5083.0, 4308.0, 30.0, 5319.0, 4596.0, 1.0E-5, 0.01, 0.2
3800.0, 9940.0, 555.0, 5078.0, 4307.0, 35.0, 5313.0, 4592.0, 1.0E-5, 0.01, 0.2
3900.0, 9945.0, 545.0, 5069.0, 4331.0, 24.0, 5325.0, 4596.0, 1.0E-5, 0.01, 0.2
4000.0, 9941.0, 532.0, 5078.0, 4331.0, 25.0, 5320.0, 4596.0, 1.0E-5, 0.01, 0.2
4100.0, 9929.0, 550.0, 4985.0, 4394.0, 31.0, 5224.0, 4674.0, 1.0E-5, 0.01, 0.2
4200.0, 9944.0, 575.0, 4935.0, 4434.0, 36.0, 5177.0, 4731.0, 1.0E-5, 0.01, 0.2
4300.0, 9938.0, 580.0, 4938.0, 4420.0, 29.0, 5180.0, 4729.0, 1.0E-5, 0.01, 0.2
4400.0, 9947.0, 564.0, 4970.0, 4413.0, 29.0, 5205.0, 4713.0, 1.0E-5, 0.01, 0.2
4500.0, 9927.0, 618.0, 4918.0, 4391.0, 47.0, 5150.0, 4730.0, 1.0E-5, 0.01, 0.2
4600.0, 9938.0, 604.0, 4821.0, 4513.0, 48.0, 5057.0, 4833.0, 1.0E-5, 0.01, 0.2
4700.0, 9947.0, 633.0, 4793.0, 4521.0, 54.0, 5044.0, 4849.0, 1.0E-5, 0.01, 0.2
