TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 238.0, 0.0, 119.0, 119.0, 0.0, 119.0, 119.0, 1.0E-5, 0.01, 0.2
10.0, 1322.0, 0.0, 705.0, 617.0, 0.0, 705.0, 617.0, 1.0E-5, 0.01, 0.2
20.0, 4885.0, 0.0, 2475.0, 2410.0, 0.0, 2475.0, 2410.0, 1.0E-5, 0.01, 0.2
30.0, 8333.0, 0.0, 4088.0, 4245.0, 0.0, 4088.0, 4245.0, 1.0E-5, 0.01, 0.2
40.0, 9644.0, 1.0, 4627.0, 5016.0, 0.0, 4627.0, 5017.0, 1.0E-5, 0.01, 0.2
50.0, 9878.0, 2.0, 4725.0, 5151.0, 0.0, 4725.0, 5153.0, 1.0E-5, 0.01, 0.2
60.0, 9926.0, 3.0, 4735.0, 5188.0, 0.0, 4735.0, 5191.0, 1.0E-5, 0.01, 0.2
70.0, 9947.0, 3.0, 4741.0, 5203.0, 0.0, 4741.0, 5206.0, 1.0E-5, 0.01, 0.2
80.0, 9952.0, 3.0, 4764.0, 5185.0, 0.0, 4764.0, 5188.0, 1.0E-5, 0.01, 0.2
90.0, 9941.0, 3.0, 4752.0, 5186.0, 0.0, 4752.0, 5189.0, 1.0E-5, 0.01, 0.2
100.0, 9940.0, 3.0, 4743.0, 5194.0, 0.0, 4743.0, 5197.0, 1.0E-5, 0.01, 0.2
110.0, 9941.0, 4.0, 4735.0, 5202.0, 0.0, 4735.0, 5206.0, 1.0E-5, 0.01, 0.2
120.0, 9934.0, 6.0, 4738.0, 5190.0, 0.0, 4739.0, 5195.0, 1.0E-5, 0.01, 0.2
130.0, 9922.0, 10.0, 4740.0, 5172.0, 0.0, 4742.0, 5180.0, 1.0E-5, 0.01, 0.2
140.0, 9941.0, 12.0, 4733.0, 5196.0, 0.0, 4736.0, 5205.0, 1.0E-5, 0.01, 0.2
150.0, 9936.0, 13.0, 4725.0, 5198.0, 0.0, 4728.0, 5208.0, 1.0E-5, 0.01, 0.2
160.0, 9921.0, 15.0, 4737.0, 5169.0, 1.0, 4741.0, 5179.0, 1.0E-5, 0.01, 0.2
170.0, 9927.0, 14.0, 4740.0, 5173.0, 1.0, 4744.0, 5182.0, 1.0E-5, 0.01, 0.2
180.0, 9939.0, 17.0, 4730.0, 5192.0, 1.0, 4735.0, 5203.0, 1.0E-5, 0.01, 0.2
190.0, 9939.0, 21.0, 4737.0, 5181.0, 2.0, 4745.0, 5192.0, 1.0E-5, 0.01, 0.2
200.0, 9942.0, 23.0, 4735.0, 5184.0, 2.0, 4745.0, 5195.0, 1.0E-5, 0.01, 0.2
210.0, 9940.0, 22.0, 4750.0, 5168.0, 2.0, 4762.0, 5176.0, 1.0E-5, 0.01, 0.2
220.0, 9921.0, 23.0, 4746.0, 5152.0, 4.0, 4758.0, 5159.0, 1.0E-5, 0.01, 0.2
230.0, 9943.0, 18.0, 4730.0, 5195.0, 2.0, 4740.0, 5201.0, 1.0E-5, 0.01, 0.2
240.0, 9935.0, 18.0, 4742.0, 5175.0, 2.0, 4752.0, 5181.0, 1.0E-5, 0.01, 0.2
250.0, 9941.0, 21.0, 4721.0, 5199.0, 2.0, 4733.0, 5206.0, 1.0E-5, 0.01, 0.2
260.0, 9945.0, 22.0, 4681.0, 5242.0, 2.0, 4692.0, 5251.0, 1.0E-5, 0.01, 0.2
270.0, 9945.0, 28.0, 4685.0, 5232.0, 2.0, 4698.0, 5245.0, 1.0E-5, 0.01, 0.2
280.0, 9933.0, 30.0, 4660.0, 5243.0, 2.0, 4674.0, 5257.0, 1.0E-5, 0.01, 0.2
290.0, 9933.0, 31.0, 4627.0, 5275.0, 2.0, 4642.0, 5289.0, 1.0E-5, 0.01, 0.2
