TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 243.0, 0.0, 119.0, 124.0, 0.0, 119.0, 124.0, 1.0E-5, 0.01, 0.2
10.0, 1259.0, 0.0, 611.0, 648.0, 0.0, 611.0, 648.0, 1.0E-5, 0.01, 0.2
20.0, 4618.0, 0.0, 2181.0, 2437.0, 0.0, 2181.0, 2437.0, 1.0E-5, 0.01, 0.2
30.0, 8113.0, 0.0, 3778.0, 4335.0, 0.0, 3778.0, 4335.0, 1.0E-5, 0.01, 0.2
40.0, 9522.0, 0.0, 4379.0, 5143.0, 0.0, 4379.0, 5143.0, 1.0E-5, 0.01, 0.2
50.0, 9888.0, 0.0, 4492.0, 5396.0, 0.0, 4492.0, 5396.0, 1.0E-5, 0.01, 0.2
60.0, 9933.0, 2.0, 4500.0, 5431.0, 0.0, 4500.0, 5433.0, 1.0E-5, 0.01, 0.2
70.0, 9938.0, 2.0, 4496.0, 5440.0, 0.0, 4496.0, 5442.0, 1.0E-5, 0.01, 0.2
80.0, 9937.0, 3.0, 4510.0, 5424.0, 0.0, 4512.0, 5425.0, 1.0E-5, 0.01, 0.2
90.0, 9941.0, 3.0, 4511.0, 5427.0, 0.0, 4513.0, 5428.0, 1.0E-5, 0.01, 0.2
100.0, 9940.0, 4.0, 4515.0, 5421.0, 0.0, 4517.0, 5423.0, 1.0E-5, 0.01, 0.2
110.0, 9933.0, 4.0, 4518.0, 5411.0, 0.0, 4520.0, 5413.0, 1.0E-5, 0.01, 0.2
120.0, 9935.0, 5.0, 4526.0, 5404.0, 0.0, 4529.0, 5406.0, 1.0E-5, 0.01, 0.2
130.0, 9935.0, 5.0, 4531.0, 5399.0, 0.0, 4534.0, 5401.0, 1.0E-5, 0.01, 0.2
140.0, 9931.0, 9.0, 4519.0, 5403.0, 0.0, 4523.0, 5408.0, 1.0E-5, 0.01, 0.2
150.0, 9937.0, 10.0, 4532.0, 5395.0, 0.0, 4535.0, 5402.0, 1.0E-5, 0.01, 0.2
160.0, 9955.0, 10.0, 4537.0, 5408.0, 0.0, 4540.0, 5415.0, 1.0E-5, 0.01, 0.2
170.0, 9949.0, 10.0, 4538.0, 5401.0, 0.0, 4541.0, 5408.0, 1.0E-5, 0.01, 0.2
180.0, 9954.0, 9.0, 4540.0, 5405.0, 0.0, 4543.0, 5411.0, 1.0E-5, 0.01, 0.2
190.0, 9936.0, 8.0, 4524.0, 5404.0, 0.0, 4527.0, 5409.0, 1.0E-5, 0.01, 0.2
200.0, 9945.0, 13.0, 4522.0, 5410.0, 0.0, 4528.0, 5417.0, 1.0E-5, 0.01, 0.2
210.0, 9930.0, 15.0, 4493.0, 5422.0, 0.0, 4499.0, 5431.0, 1.0E-5, 0.01, 0.2
220.0, 9930.0, 21.0, 4491.0, 5418.0, 0.0, 4499.0, 5431.0, 1.0E-5, 0.01, 0.2
230.0, 9932.0, 19.0, 4491.0, 5422.0, 0.0, 4497.0, 5435.0, 1.0E-5, 0.01, 0.2
240.0, 9939.0, 19.0, 4483.0, 5437.0, 0.0, 4489.0, 5450.0, 1.0E-5, 0.01, 0.2
250.0, 9931.0, 24.0, 4492.0, 5415.0, 0.0, 4499.0, 5432.0, 1.0E-5, 0.01, 0.2
260.0, 9935.0, 25.0, 4482.0, 5428.0, 0.0, 4489.0, 5446.0, 1.0E-5, 0.01, 0.2
270.0, 9932.0, 27.0, 4474.0, 5431.0, 1.0, 4482.0, 5449.0, 1.0E-5, 0.01, 0.2
280.0, 9942.0, 29.0, 4484.0, 5429.0, 3.0, 4492.0, 5447.0, 1.0E-5, 0.01, 0.2
290.0, 9940.0, 34.0, 4493.0, 5413.0, 4.0, 4504.0, 5432.0, 1.0E-5, 0.01, 0.2
300.0, 9939.0, 36.0, 4490.0, 5413.0, 4.0, 4501.0, 5434.0, 1.0E-5, 0.01, 0.2
310.0, 9946.0, 35.0, 4500.0, 5411.0, 4.0, 4510.0, 5432.0, 1.0E-5, 0.01, 0.2
320.0, 9932.0, 38.0, 4523.0, 5371.0, 5.0, 4536.0, 5391.0, 1.0E-5, 0.01, 0.2
330.0, 9940.0, 41.0, 4533.0, 5366.0, 4.0, 4546.0, 5390.0, 1.0E-5, 0.01, 0.2
340.0, 9943.0, 41.0, 4525.0, 5377.0, 4.0, 4539.0, 5400.0, 1.0E-5, 0.01, 0.2
350.0, 9935.0, 38.0, 4527.0, 5370.0, 4.0, 4540.0, 5391.0, 1.0E-5, 0.01, 0.2
360.0, 9930.0, 37.0, 4502.0, 5391.0, 4.0, 4515.0, 5411.0, 1.0E-5, 0.01, 0.2
370.0, 9948.0, 39.0, 4515.0, 5394.0, 5.0, 4528.0, 5415.0, 1.0E-5, 0.01, 0.2
380.0, 9932.0, 37.0, 4490.0, 5405.0, 4.0, 4503.0, 5425.0, 1.0E-5, 0.01, 0.2
390.0, 9927.0, 39.0, 4481.0, 5407.0, 4.0, 4497.0, 5426.0, 1.0E-5, 0.01, 0.2
400.0, 9943.0, 42.0, 4501.0, 5400.0, 3.0, 4518.0, 5422.0, 1.0E-5, 0.01, 0.2
410.0, 9930.0, 44.0, 4466.0, 5420.0, 4.0, 4484.0, 5442.0, 1.0E-5, 0.01, 0.2
420.0, 9934.0, 49.0, 4459.0, 5426.0, 5.0, 4481.0, 5448.0, 1.0E-5, 0.01, 0.2
430.0, 9934.0, 52.0, 4431.0, 5451.0, 5.0, 4454.0, 5475.0, 1.0E-5, 0.01, 0.2
440.0, 9931.0, 56.0, 4425.0, 5450.0, 5.0, 4453.0, 5473.0, 1.0E-5, 0.01, 0.2
450.0, 9937.0, 59.0, 4443.0, 5435.0, 5.0, 4472.0, 5460.0, 1.0E-5, 0.01, 0.2
460.0, 9946.0, 62.0, 4435.0, 5449.0, 6.0, 4464.0, 5476.0, 1.0E-5, 0.01, 0.2
470.0, 9927.0, 58.0, 4430.0, 5439.0, 7.0, 4458.0, 5462.0, 1.0E-5, 0.01, 0.2
480.0, 9935.0, 59.0, 4441.0, 5435.0, 7.0, 4471.0, 5457.0, 1.0E-5, 0.01, 0.2
490.0, 9937.0, 58.0, 4425.0, 5454.0, 7.0, 4451.0, 5479.0, 1.0E-5, 0.01, 0.2
500.0, 9946.0, 61.0, 4436.0, 5449.0, 7.0, 4467.0, 5472.0, 1.0E-5, 0.01, 0.2
510.0, 9929.0, 68.0, 4449.0, 5412.0, 8.0, 4484.0, 5437.0, 1.0E-5, 0.01, 0.2
520.0, 9930.0, 63.0, 4475.0, 5392.0, 6.0, 4506.0, 5418.0, 1.0E-5, 0.01, 0.2
530.0, 9933.0, 69.0, 4472.0, 5392.0, 7.0, 4505.0, 5421.0, 1.0E-5, 0.01, 0.2
540.0, 9919.0, 73.0, 4480.0, 5366.0, 7.0, 4514.0, 5398.0, 1.0E-5, 0.01, 0.2
550.0, 9928.0, 77.0, 4480.0, 5371.0, 7.0, 4516.0, 5405.0, 1.0E-5, 0.01, 0.2
560.0, 9938.0, 80.0, 4497.0, 5361.0, 8.0, 4536.0, 5394.0, 1.0E-5, 0.01, 0.2
570.0, 9952.0, 78.0, 4515.0, 5359.0, 8.0, 4553.0, 5391.0, 1.0E-5, 0.01, 0.2
580.0, 9932.0, 80.0, 4518.0, 5334.0, 6.0, 4560.0, 5366.0, 1.0E-5, 0.01, 0.2
590.0, 9929.0, 76.0, 4522.0, 5331.0, 2.0, 4563.0, 5364.0, 1.0E-5, 0.01, 0.2
600.0, 9946.0, 75.0, 4518.0, 5353.0, 4.0, 4559.0, 5383.0, 1.0E-5, 0.01, 0.2
610.0, 9939.0, 79.0, 4498.0, 5362.0, 4.0, 4541.0, 5394.0, 1.0E-5, 0.01, 0.2
620.0, 9951.0, 68.0, 4512.0, 5371.0, 3.0, 4547.0, 5401.0, 1.0E-5, 0.01, 0.2
630.0, 9943.0, 68.0, 4519.0, 5356.0, 3.0, 4553.0, 5387.0, 1.0E-5, 0.01, 0.2
640.0, 9945.0, 70.0, 4521.0, 5354.0, 3.0, 4557.0, 5385.0, 1.0E-5, 0.01, 0.2
650.0, 9953.0, 65.0, 4525.0, 5363.0, 4.0, 4556.0, 5393.0, 1.0E-5, 0.01, 0.2
660.0, 9931.0, 67.0, 4549.0, 5315.0, 5.0, 4580.0, 5346.0, 1.0E-5, 0.01, 0.2
670.0, 9949.0, 70.0, 4556.0, 5323.0, 6.0, 4587.0, 5356.0, 1.0E-5, 0.01, 0.2
680.0, 9942.0, 73.0, 4562.0, 5307.0, 6.0, 4592.0, 5344.0, 1.0E-5, 0.01, 0.2
690.0, 9942.0, 72.0, 4575.0, 5295.0, 6.0, 4606.0, 5330.0, 1.0E-5, 0.01, 0.2
700.0, 9926.0, 75.0, 4560.0, 5291.0, 6.0, 4592.0, 5328.0, 1.0E-5, 0.01, 0.2
710.0, 9950.0, 72.0, 4563.0, 5315.0, 6.0, 4594.0, 5350.0, 1.0E-5, 0.01, 0.2
720.0, 9947.0, 74.0, 4560.0, 5313.0, 6.0, 4592.0, 5349.0, 1.0E-5, 0.01, 0.2
730.0, 9936.0, 73.0, 4572.0, 5291.0, 5.0, 4603.0, 5328.0, 1.0E-5, 0.01, 0.2
740.0, 9921.0, 73.0, 4547.0, 5301.0, 6.0, 4578.0, 5337.0, 1.0E-5, 0.01, 0.2
750.0, 9939.0, 71.0, 4570.0, 5298.0, 6.0, 4599.0, 5334.0, 1.0E-5, 0.01, 0.2
760.0, 9937.0, 73.0, 4588.0, 5276.0, 6.0, 4619.0, 5312.0, 1.0E-5, 0.01, 0.2
770.0, 9919.0, 73.0, 4591.0, 5255.0, 6.0, 4621.0, 5292.0, 1.0E-5, 0.01, 0.2
