TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb,
0.0,337.0,0.0,182.0,155.0,0.0,182.0,155.0,0.001,0.01,0.2
10.0,524.0,2.0,276.0,246.0,2.0,276.0,246.0,0.001,0.01,0.2
20.0,727.0,8.0,361.0,358.0,6.0,361.0,360.0,0.001,0.01,0.2
30.0,999.0,20.0,455.0,524.0,8.0,460.0,531.0,0.001,0.01,0.2
40.0,1365.0,41.0,554.0,770.0,10.0,565.0,790.0,0.001,0.01,0.2
50.0,1770.0,57.0,652.0,1061.0,14.0,664.0,1092.0,0.001,0.01,0.2
60.0,2222.0,83.0,756.0,1383.0,20.0,776.0,1426.0,0.001,0.01,0.2
70.0,2706.0,101.0,855.0,1750.0,25.0,882.0,1799.0,0.001,0.01,0.2
80.0,3279.0,142.0,979.0,2158.0,35.0,1015.0,2229.0,0.001,0.01,0.2
90.0,3893.0,196.0,1084.0,2613.0,40.0,1135.0,2718.0,0.001,0.01,0.2
100.0,4582.0,241.0,1224.0,3117.0,45.0,1283.0,3254.0,0.001,0.01,0.2
110.0,5327.0,294.0,1376.0,3657.0,54.0,1445.0,3828.0,0.001,0.01,0.2
120.0,6155.0,340.0,1528.0,4287.0,62.0,1601.0,4492.0,0.001,0.01,0.2
130.0,7028.0,425.0,1674.0,4929.0,72.0,1767.0,5189.0,0.001,0.01,0.2
140.0,7906.0,515.0,1798.0,5593.0,80.0,1915.0,5911.0,0.001,0.01,0.2
150.0,8687.0,628.0,1899.0,6160.0,87.0,2027.0,6573.0,0.001,0.01,0.2
160.0,9193.0,768.0,1947.0,6478.0,101.0,2081.0,7011.0,0.001,0.01,0.2
170.0,9537.0,901.0,1971.0,6665.0,109.0,2117.0,7311.0,0.001,0.01,0.2
180.0,9724.0,1026.0,1973.0,6725.0,118.0,2143.0,7463.0,0.001,0.01,0.2
190.0,9841.0,1150.0,1958.0,6733.0,133.0,2149.0,7559.0,0.001,0.01,0.2
200.0,9895.0,1256.0,1945.0,6694.0,148.0,2162.0,7585.0,0.001,0.01,0.2
210.0,9927.0,1363.0,1910.0,6654.0,151.0,2169.0,7607.0,0.001,0.01,0.2
220.0,9935.0,1433.0,1907.0,6595.0,153.0,2186.0,7596.0,0.001,0.01,0.2
230.0,9921.0,1524.0,1890.0,6507.0,162.0,2187.0,7572.0,0.001,0.01,0.2
240.0,9936.0,1619.0,1849.0,6468.0,179.0,2166.0,7591.0,0.001,0.01,0.2
250.0,9929.0,1715.0,1822.0,6392.0,191.0,2162.0,7576.0,0.001,0.01,0.2
260.0,9927.0,1806.0,1810.0,6311.0,199.0,2165.0,7563.0,0.001,0.01,0.2
270.0,9943.0,1911.0,1771.0,6261.0,200.0,2158.0,7585.0,0.001,0.01,0.2
280.0,9933.0,2016.0,1762.0,6155.0,216.0,2162.0,7555.0,0.001,0.01,0.2
290.0,9953.0,2127.0,1765.0,6061.0,216.0,2169.0,7568.0,0.001,0.01,0.2
300.0,9940.0,2199.0,1748.0,5993.0,217.0,2160.0,7563.0,0.001,0.01,0.2
310.0,9939.0,2293.0,1743.0,5903.0,229.0,2165.0,7545.0,0.001,0.01,0.2
320.0,9936.0,2381.0,1712.0,5843.0,234.0,2154.0,7548.0,0.001,0.01,0.2
330.0,9946.0,2478.0,1701.0,5767.0,241.0,2172.0,7533.0,0.001,0.01,0.2
340.0,9937.0,2591.0,1662.0,5684.0,248.0,2159.0,7530.0,0.001,0.01,0.2
350.0,9923.0,2689.0,1665.0,5569.0,255.0,2167.0,7501.0,0.001,0.01,0.2
360.0,9948.0,2780.0,1642.0,5526.0,265.0,2150.0,7533.0,0.001,0.01,0.2
370.0,9927.0,2881.0,1610.0,5436.0,271.0,2129.0,7527.0,0.001,0.01,0.2
380.0,9934.0,2987.0,1594.0,5353.0,284.0,2128.0,7522.0,0.001,0.01,0.2
390.0,9947.0,3063.0,1578.0,5306.0,295.0,2132.0,7520.0,0.001,0.01,0.2
400.0,9933.0,3176.0,1567.0,5190.0,300.0,2143.0,7490.0,0.001,0.01,0.2
410.0,9946.0,3257.0,1570.0,5119.0,316.0,2143.0,7487.0,0.001,0.01,0.2
420.0,9931.0,3358.0,1536.0,5037.0,330.0,2125.0,7476.0,0.001,0.01,0.2
430.0,9932.0,3483.0,1506.0,4943.0,345.0,2116.0,7471.0,0.001,0.01,0.2
440.0,9931.0,3559.0,1487.0,4885.0,354.0,2107.0,7470.0,0.001,0.01,0.2
450.0,9931.0,3659.0,1469.0,4803.0,368.0,2112.0,7451.0,0.001,0.01,0.2
460.0,9904.0,3706.0,1454.0,4744.0,383.0,2108.0,7413.0,0.001,0.01,0.2
470.0,9933.0,3835.0,1407.0,4691.0,393.0,2104.0,7436.0,0.001,0.01,0.2
480.0,9943.0,3917.0,1403.0,4623.0,391.0,2117.0,7435.0,0.001,0.01,0.2
490.0,9917.0,3982.0,1393.0,4542.0,393.0,2103.0,7421.0,0.001,0.01,0.2
500.0,9946.0,4034.0,1392.0,4520.0,401.0,2098.0,7447.0,0.001,0.01,0.2
510.0,9924.0,4160.0,1365.0,4399.0,426.0,2070.0,7428.0,0.001,0.01,0.2
520.0,9937.0,4246.0,1334.0,4357.0,439.0,2060.0,7438.0,0.001,0.01,0.2
530.0,9954.0,4304.0,1325.0,4325.0,447.0,2061.0,7446.0,0.001,0.01,0.2
540.0,9938.0,4403.0,1297.0,4238.0,462.0,2050.0,7426.0,0.001,0.01,0.2
550.0,9930.0,4464.0,1280.0,4186.0,469.0,2043.0,7418.0,0.001,0.01,0.2
560.0,9940.0,4570.0,1264.0,4106.0,474.0,2035.0,7431.0,0.001,0.01,0.2
570.0,9922.0,4636.0,1242.0,4044.0,490.0,2014.0,7418.0,0.001,0.01,0.2
580.0,9932.0,4723.0,1229.0,3980.0,490.0,2027.0,7415.0,0.001,0.01,0.2
590.0,9939.0,4845.0,1198.0,3896.0,514.0,2015.0,7410.0,0.001,0.01,0.2
600.0,9948.0,4945.0,1201.0,3802.0,516.0,2047.0,7385.0,0.001,0.01,0.2
610.0,9946.0,5024.0,1169.0,3753.0,529.0,2039.0,7378.0,0.001,0.01,0.2
620.0,9932.0,5116.0,1151.0,3665.0,526.0,2032.0,7374.0,0.001,0.01,0.2
630.0,9944.0,5239.0,1127.0,3578.0,534.0,2027.0,7383.0,0.001,0.01,0.2
640.0,9925.0,5293.0,1106.0,3526.0,538.0,2010.0,7377.0,0.001,0.01,0.2
650.0,9923.0,5351.0,1100.0,3472.0,559.0,2011.0,7353.0,0.001,0.01,0.2
660.0,9929.0,5474.0,1074.0,3381.0,582.0,1994.0,7353.0,0.001,0.01,0.2
670.0,9939.0,5571.0,1052.0,3316.0,598.0,1990.0,7351.0,0.001,0.01,0.2
