TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 240.0, 0.0, 125.0, 115.0, 0.0, 125.0, 115.0, 0.001, 0.01, 0.2
10.0, 1169.0, 4.0, 639.0, 526.0, 0.0, 642.0, 527.0, 0.001, 0.01, 0.2
20.0, 4509.0, 37.0, 2380.0, 2092.0, 1.0, 2405.0, 2103.0, 0.001, 0.01, 0.2
30.0, 8069.0, 120.0, 4250.0, 3699.0, 10.0, 4318.0, 3741.0, 0.001, 0.01, 0.2
40.0, 9607.0, 228.0, 5083.0, 4296.0, 27.0, 5205.0, 4375.0, 0.001, 0.01, 0.2
50.0, 9896.0, 346.0, 5172.0, 4378.0, 39.0, 5364.0, 4493.0, 0.001, 0.01, 0.2
60.0, 9931.0, 460.0, 5134.0, 4337.0, 51.0, 5366.0, 4514.0, 0.001, 0.01, 0.2
70.0, 9940.0, 572.0, 5090.0, 4278.0, 60.0, 5379.0, 4501.0, 0.001, 0.01, 0.2
80.0, 9934.0, 692.0, 5049.0, 4193.0, 81.0, 5382.0, 4471.0, 0.001, 0.01, 0.2
90.0, 9943.0, 800.0, 4987.0, 4156.0, 94.0, 5374.0, 4475.0, 0.001, 0.01, 0.2
100.0, 9928.0, 908.0, 4936.0, 4084.0, 110.0, 5373.0, 4445.0, 0.001, 0.01, 0.2
110.0, 9941.0, 1025.0, 4879.0, 4037.0, 123.0, 5371.0, 4447.0, 0.001, 0.01, 0.2
120.0, 9947.0, 1126.0, 4840.0, 3981.0, 137.0, 5387.0, 4423.0, 0.001, 0.01, 0.2
130.0, 9932.0, 1222.0, 4765.0, 3945.0, 158.0, 5360.0, 4414.0, 0.001, 0.01, 0.2
140.0, 9937.0, 1333.0, 4710.0, 3894.0, 174.0, 5363.0, 4400.0, 0.001, 0.01, 0.2
150.0, 9933.0, 1434.0, 4695.0, 3804.0, 197.0, 5390.0, 4346.0, 0.001, 0.01, 0.2
160.0, 9944.0, 1562.0, 4649.0, 3733.0, 211.0, 5411.0, 4322.0, 0.001, 0.01, 0.2
170.0, 9941.0, 1650.0, 4595.0, 3696.0, 231.0, 5397.0, 4313.0, 0.001, 0.01, 0.2
180.0, 9919.0, 1752.0, 4534.0, 3633.0, 257.0, 5382.0, 4280.0, 0.001, 0.01, 0.2
190.0, 9925.0, 1835.0, 4497.0, 3593.0, 272.0, 5378.0, 4275.0, 0.001, 0.01, 0.2
200.0, 9928.0, 1932.0, 4460.0, 3536.0, 289.0, 5374.0, 4265.0, 0.001, 0.01, 0.2
210.0, 9947.0, 2038.0, 4404.0, 3505.0, 309.0, 5369.0, 4269.0, 0.001, 0.01, 0.2
220.0, 9927.0, 2120.0, 4332.0, 3475.0, 324.0, 5363.0, 4240.0, 0.001, 0.01, 0.2
230.0, 9931.0, 2212.0, 4309.0, 3410.0, 352.0, 5356.0, 4223.0, 0.001, 0.01, 0.2
240.0, 9938.0, 2325.0, 4246.0, 3367.0, 373.0, 5329.0, 4236.0, 0.001, 0.01, 0.2
250.0, 9938.0, 2410.0, 4179.0, 3349.0, 397.0, 5311.0, 4230.0, 0.001, 0.01, 0.2
260.0, 9925.0, 2499.0, 4127.0, 3299.0, 427.0, 5312.0, 4186.0, 0.001, 0.01, 0.2
270.0, 9942.0, 2607.0, 4090.0, 3245.0, 433.0, 5321.0, 4188.0, 0.001, 0.01, 0.2
280.0, 9942.0, 2676.0, 4055.0, 3211.0, 455.0, 5314.0, 4173.0, 0.001, 0.01, 0.2
290.0, 9927.0, 2774.0, 4007.0, 3146.0, 475.0, 5295.0, 4157.0, 0.001, 0.01, 0.2
300.0, 9939.0, 2857.0, 3953.0, 3129.0, 483.0, 5290.0, 4166.0, 0.001, 0.01, 0.2
310.0, 9915.0, 2916.0, 3920.0, 3079.0, 483.0, 5283.0, 4149.0, 0.001, 0.01, 0.2
320.0, 9957.0, 3052.0, 3884.0, 3021.0, 498.0, 5307.0, 4152.0, 0.001, 0.01, 0.2
330.0, 9917.0, 3164.0, 3795.0, 2958.0, 521.0, 5282.0, 4114.0, 0.001, 0.01, 0.2
340.0, 9928.0, 3254.0, 3783.0, 2891.0, 536.0, 5308.0, 4084.0, 0.001, 0.01, 0.2
350.0, 9922.0, 3320.0, 3721.0, 2881.0, 538.0, 5292.0, 4092.0, 0.001, 0.01, 0.2
360.0, 9943.0, 3417.0, 3663.0, 2863.0, 564.0, 5289.0, 4090.0, 0.001, 0.01, 0.2
370.0, 9945.0, 3517.0, 3626.0, 2802.0, 564.0, 5309.0, 4072.0, 0.001, 0.01, 0.2
380.0, 9943.0, 3613.0, 3587.0, 2743.0, 582.0, 5292.0, 4069.0, 0.001, 0.01, 0.2
390.0, 9938.0, 3717.0, 3523.0, 2698.0, 615.0, 5259.0, 4064.0, 0.001, 0.01, 0.2
400.0, 9935.0, 3852.0, 3446.0, 2637.0, 649.0, 5239.0, 4047.0, 0.001, 0.01, 0.2
410.0, 9923.0, 3919.0, 3399.0, 2605.0, 673.0, 5216.0, 4034.0, 0.001, 0.01, 0.2
420.0, 9923.0, 4044.0, 3311.0, 2568.0, 690.0, 5208.0, 4025.0, 0.001, 0.01, 0.2
430.0, 9938.0, 4133.0, 3275.0, 2530.0, 724.0, 5212.0, 4002.0, 0.001, 0.01, 0.2
440.0, 9928.0, 4248.0, 3207.0, 2473.0, 757.0, 5188.0, 3983.0, 0.001, 0.01, 0.2
450.0, 9930.0, 4340.0, 3180.0, 2410.0, 799.0, 5189.0, 3942.0, 0.001, 0.01, 0.2
460.0, 9940.0, 4405.0, 3128.0, 2407.0, 816.0, 5182.0, 3942.0, 0.001, 0.01, 0.2
470.0, 9916.0, 4499.0, 3083.0, 2334.0, 841.0, 5165.0, 3910.0, 0.001, 0.01, 0.2
480.0, 9932.0, 4592.0, 3045.0, 2295.0, 863.0, 5165.0, 3904.0, 0.001, 0.01, 0.2
490.0, 9929.0, 4606.0, 3038.0, 2285.0, 879.0, 5156.0, 3894.0, 0.001, 0.01, 0.2
500.0, 9938.0, 4724.0, 2964.0, 2250.0, 894.0, 5150.0, 3894.0, 0.001, 0.01, 0.2
510.0, 9927.0, 4867.0, 2880.0, 2180.0, 936.0, 5131.0, 3860.0, 0.001, 0.01, 0.2
520.0, 9932.0, 4935.0, 2844.0, 2153.0, 957.0, 5124.0, 3851.0, 0.001, 0.01, 0.2
530.0, 9936.0, 5035.0, 2763.0, 2138.0, 965.0, 5107.0, 3864.0, 0.001, 0.01, 0.2
540.0, 9934.0, 5124.0, 2700.0, 2110.0, 995.0, 5108.0, 3831.0, 0.001, 0.01, 0.2
550.0, 9937.0, 5235.0, 2631.0, 2071.0, 1043.0, 5066.0, 3828.0, 0.001, 0.01, 0.2
560.0, 9943.0, 5353.0, 2601.0, 1989.0, 1079.0, 5055.0, 3809.0, 0.001, 0.01, 0.2
570.0, 9933.0, 5436.0, 2531.0, 1966.0, 1115.0, 5028.0, 3790.0, 0.001, 0.01, 0.2
580.0, 9920.0, 5485.0, 2505.0, 1930.0, 1136.0, 5028.0, 3756.0, 0.001, 0.01, 0.2
590.0, 9949.0, 5590.0, 2462.0, 1897.0, 1168.0, 5025.0, 3756.0, 0.001, 0.01, 0.2
600.0, 9946.0, 5668.0, 2439.0, 1839.0, 1205.0, 5024.0, 3717.0, 0.001, 0.01, 0.2
610.0, 9929.0, 5748.0, 2390.0, 1791.0, 1228.0, 4974.0, 3727.0, 0.001, 0.01, 0.2
620.0, 9930.0, 5840.0, 2351.0, 1739.0, 1249.0, 4967.0, 3714.0, 0.001, 0.01, 0.2
630.0, 9919.0, 5942.0, 2295.0, 1682.0, 1268.0, 4941.0, 3710.0, 0.001, 0.01, 0.2
640.0, 9939.0, 6006.0, 2253.0, 1680.0, 1262.0, 4937.0, 3740.0, 0.001, 0.01, 0.2
650.0, 9945.0, 6083.0, 2227.0, 1635.0, 1296.0, 4936.0, 3713.0, 0.001, 0.01, 0.2
660.0, 9939.0, 6152.0, 2159.0, 1628.0, 1313.0, 4892.0, 3734.0, 0.001, 0.01, 0.2
670.0, 9934.0, 6192.0, 2133.0, 1609.0, 1341.0, 4865.0, 3728.0, 0.001, 0.01, 0.2
680.0, 9925.0, 6281.0, 2058.0, 1586.0, 1355.0, 4831.0, 3739.0, 0.001, 0.01, 0.2
690.0, 9928.0, 6353.0, 1996.0, 1579.0, 1375.0, 4823.0, 3730.0, 0.001, 0.01, 0.2
700.0, 9936.0, 6415.0, 1954.0, 1567.0, 1379.0, 4817.0, 3740.0, 0.001, 0.01, 0.2
710.0, 9929.0, 6468.0, 1926.0, 1535.0, 1398.0, 4798.0, 3733.0, 0.001, 0.01, 0.2
720.0, 9928.0, 6536.0, 1896.0, 1496.0, 1424.0, 4802.0, 3702.0, 0.001, 0.01, 0.2
730.0, 9943.0, 6627.0, 1832.0, 1484.0, 1449.0, 4776.0, 3718.0, 0.001, 0.01, 0.2
740.0, 9918.0, 6669.0, 1816.0, 1433.0, 1455.0, 4773.0, 3690.0, 0.001, 0.01, 0.2
750.0, 9933.0, 6745.0, 1767.0, 1421.0, 1479.0, 4779.0, 3675.0, 0.001, 0.01, 0.2
760.0, 9945.0, 6800.0, 1749.0, 1396.0, 1500.0, 4794.0, 3651.0, 0.001, 0.01, 0.2
770.0, 9940.0, 6868.0, 1723.0, 1349.0, 1492.0, 4800.0, 3648.0, 0.001, 0.01, 0.2
780.0, 9934.0, 6932.0, 1693.0, 1309.0, 1511.0, 4788.0, 3635.0, 0.001, 0.01, 0.2
790.0, 9937.0, 6979.0, 1670.0, 1288.0, 1529.0, 4791.0, 3617.0, 0.001, 0.01, 0.2
800.0, 9939.0, 7028.0, 1653.0, 1258.0, 1556.0, 4791.0, 3592.0, 0.001, 0.01, 0.2
810.0, 9932.0, 7098.0, 1620.0, 1214.0, 1597.0, 4763.0, 3572.0, 0.001, 0.01, 0.2
820.0, 9935.0, 7132.0, 1606.0, 1197.0, 1591.0, 4774.0, 3570.0, 0.001, 0.01, 0.2
830.0, 9941.0, 7167.0, 1595.0, 1179.0, 1624.0, 4755.0, 3562.0, 0.001, 0.01, 0.2
840.0, 9945.0, 7247.0, 1548.0, 1150.0, 1673.0, 4745.0, 3527.0, 0.001, 0.01, 0.2
850.0, 9926.0, 7280.0, 1528.0, 1118.0, 1687.0, 4728.0, 3511.0, 0.001, 0.01, 0.2
860.0, 9925.0, 7327.0, 1497.0, 1101.0, 1690.0, 4736.0, 3499.0, 0.001, 0.01, 0.2
870.0, 9926.0, 7365.0, 1472.0, 1089.0, 1698.0, 4724.0, 3504.0, 0.001, 0.01, 0.2
880.0, 9923.0, 7415.0, 1441.0, 1067.0, 1706.0, 4713.0, 3504.0, 0.001, 0.01, 0.2
890.0, 9935.0, 7474.0, 1403.0, 1058.0, 1727.0, 4710.0, 3498.0, 0.001, 0.01, 0.2
900.0, 9930.0, 7519.0, 1382.0, 1029.0, 1734.0, 4685.0, 3511.0, 0.001, 0.01, 0.2
910.0, 9933.0, 7585.0, 1349.0, 999.0, 1750.0, 4680.0, 3503.0, 0.001, 0.01, 0.2
920.0, 9934.0, 7632.0, 1333.0, 969.0, 1792.0, 4677.0, 3465.0, 0.001, 0.01, 0.2
930.0, 9928.0, 7687.0, 1311.0, 930.0, 1813.0, 4684.0, 3431.0, 0.001, 0.01, 0.2
940.0, 9938.0, 7770.0, 1272.0, 896.0, 1847.0, 4679.0, 3412.0, 0.001, 0.01, 0.2
950.0, 9922.0, 7802.0, 1245.0, 875.0, 1864.0, 4634.0, 3424.0, 0.001, 0.01, 0.2
960.0, 9934.0, 7856.0, 1215.0, 863.0, 1868.0, 4638.0, 3428.0, 0.001, 0.01, 0.2
970.0, 9933.0, 7903.0, 1202.0, 828.0, 1879.0, 4658.0, 3396.0, 0.001, 0.01, 0.2
980.0, 9947.0, 7934.0, 1194.0, 819.0, 1889.0, 4677.0, 3381.0, 0.001, 0.01, 0.2
990.0, 9939.0, 7978.0, 1157.0, 804.0, 1882.0, 4675.0, 3382.0, 0.001, 0.01, 0.2
1000.0, 9937.0, 8051.0, 1125.0, 761.0, 1909.0, 4660.0, 3368.0, 0.001, 0.01, 0.2
1010.0, 9932.0, 8104.0, 1086.0, 742.0, 1938.0, 4638.0, 3356.0, 0.001, 0.01, 0.2
1020.0, 9939.0, 8189.0, 1032.0, 718.0, 1959.0, 4631.0, 3349.0, 0.001, 0.01, 0.2
