TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 241.0, 0.0, 127.0, 114.0, 0.0, 127.0, 114.0, 1.0E-5, 0.01, 0.2
10.0, 1429.0, 0.0, 709.0, 720.0, 0.0, 709.0, 720.0, 1.0E-5, 0.01, 0.2
20.0, 5051.0, 0.0, 2455.0, 2596.0, 0.0, 2455.0, 2596.0, 1.0E-5, 0.01, 0.2
30.0, 8712.0, 0.0, 4399.0, 4313.0, 0.0, 4399.0, 4313.0, 1.0E-5, 0.01, 0.2
40.0, 9793.0, 1.0, 4970.0, 4822.0, 0.0, 4971.0, 4822.0, 1.0E-5, 0.01, 0.2
50.0, 9929.0, 2.0, 5042.0, 4885.0, 0.0, 5043.0, 4886.0, 1.0E-5, 0.01, 0.2
60.0, 9930.0, 5.0, 5038.0, 4887.0, 0.0, 5039.0, 4891.0, 1.0E-5, 0.01, 0.2
70.0, 9945.0, 6.0, 5040.0, 4899.0, 0.0, 5043.0, 4902.0, 1.0E-5, 0.01, 0.2
80.0, 9944.0, 8.0, 5042.0, 4894.0, 0.0, 5045.0, 4899.0, 1.0E-5, 0.01, 0.2
90.0, 9955.0, 12.0, 5045.0, 4898.0, 0.0, 5050.0, 4905.0, 1.0E-5, 0.01, 0.2
100.0, 9944.0, 13.0, 5036.0, 4895.0, 0.0, 5042.0, 4902.0, 1.0E-5, 0.01, 0.2
110.0, 9942.0, 13.0, 5030.0, 4899.0, 0.0, 5036.0, 4906.0, 1.0E-5, 0.01, 0.2
120.0, 9950.0, 16.0, 5036.0, 4898.0, 0.0, 5044.0, 4906.0, 1.0E-5, 0.01, 0.2
130.0, 9939.0, 18.0, 5036.0, 4885.0, 0.0, 5045.0, 4894.0, 1.0E-5, 0.01, 0.2
140.0, 9937.0, 19.0, 5023.0, 4895.0, 0.0, 5032.0, 4905.0, 1.0E-5, 0.01, 0.2
150.0, 9945.0, 18.0, 5021.0, 4906.0, 0.0, 5030.0, 4915.0, 1.0E-5, 0.01, 0.2
160.0, 9937.0, 17.0, 5021.0, 4899.0, 0.0, 5029.0, 4908.0, 1.0E-5, 0.01, 0.2
170.0, 9930.0, 20.0, 5008.0, 4902.0, 0.0, 5015.0, 4915.0, 1.0E-5, 0.01, 0.2
180.0, 9936.0, 22.0, 5010.0, 4904.0, 0.0, 5017.0, 4919.0, 1.0E-5, 0.01, 0.2
190.0, 9935.0, 24.0, 5024.0, 4887.0, 0.0, 5031.0, 4904.0, 1.0E-5, 0.01, 0.2
200.0, 9930.0, 25.0, 5010.0, 4895.0, 0.0, 5018.0, 4912.0, 1.0E-5, 0.01, 0.2
210.0, 9951.0, 25.0, 5030.0, 4896.0, 0.0, 5037.0, 4914.0, 1.0E-5, 0.01, 0.2
220.0, 9946.0, 24.0, 5043.0, 4879.0, 0.0, 5051.0, 4895.0, 1.0E-5, 0.01, 0.2
230.0, 9950.0, 28.0, 5038.0, 4884.0, 1.0, 5048.0, 4901.0, 1.0E-5, 0.01, 0.2
240.0, 9941.0, 29.0, 5022.0, 4890.0, 1.0, 5033.0, 4907.0, 1.0E-5, 0.01, 0.2
250.0, 9946.0, 28.0, 5009.0, 4909.0, 0.0, 5018.0, 4928.0, 1.0E-5, 0.01, 0.2
260.0, 9939.0, 24.0, 4998.0, 4917.0, 0.0, 5007.0, 4932.0, 1.0E-5, 0.01, 0.2
270.0, 9935.0, 28.0, 4976.0, 4931.0, 0.0, 4987.0, 4948.0, 1.0E-5, 0.01, 0.2
280.0, 9946.0, 26.0, 5005.0, 4915.0, 0.0, 5016.0, 4930.0, 1.0E-5, 0.01, 0.2
290.0, 9941.0, 25.0, 5006.0, 4910.0, 0.0, 5015.0, 4926.0, 1.0E-5, 0.01, 0.2
300.0, 9942.0, 30.0, 4999.0, 4913.0, 2.0, 5010.0, 4930.0, 1.0E-5, 0.01, 0.2
