TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 246.0, 0.0, 122.0, 124.0, 0.0, 122.0, 124.0, 0.001, 0.01, 0.2
10.0, 1286.0, 2.0, 662.0, 622.0, 0.0, 662.0, 624.0, 0.001, 0.01, 0.2
20.0, 4782.0, 78.0, 2374.0, 2330.0, 3.0, 2421.0, 2358.0, 0.001, 0.01, 0.2
30.0, 8083.0, 253.0, 3974.0, 3856.0, 12.0, 4103.0, 3968.0, 0.001, 0.01, 0.2
40.0, 9593.0, 422.0, 4602.0, 4569.0, 13.0, 4792.0, 4788.0, 0.001, 0.01, 0.2
50.0, 9906.0, 590.0, 4638.0, 4678.0, 35.0, 4888.0, 4983.0, 0.001, 0.01, 0.2
60.0, 9927.0, 712.0, 4569.0, 4646.0, 53.0, 4878.0, 4996.0, 0.001, 0.01, 0.2
70.0, 9926.0, 818.0, 4516.0, 4592.0, 62.0, 4866.0, 4998.0, 0.001, 0.01, 0.2
80.0, 9936.0, 926.0, 4462.0, 4548.0, 72.0, 4852.0, 5012.0, 0.001, 0.01, 0.2
90.0, 9931.0, 1020.0, 4417.0, 4494.0, 88.0, 4847.0, 4996.0, 0.001, 0.01, 0.2
100.0, 9934.0, 1107.0, 4356.0, 4471.0, 91.0, 4836.0, 5007.0, 0.001, 0.01, 0.2
110.0, 9930.0, 1196.0, 4320.0, 4414.0, 103.0, 4835.0, 4992.0, 0.001, 0.01, 0.2
120.0, 9925.0, 1284.0, 4270.0, 4371.0, 121.0, 4809.0, 4995.0, 0.001, 0.01, 0.2
130.0, 9933.0, 1363.0, 4239.0, 4331.0, 121.0, 4813.0, 4999.0, 0.001, 0.01, 0.2
140.0, 9924.0, 1435.0, 4186.0, 4303.0, 140.0, 4781.0, 5003.0, 0.001, 0.01, 0.2
150.0, 9942.0, 1549.0, 4138.0, 4255.0, 151.0, 4779.0, 5012.0, 0.001, 0.01, 0.2
