TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 236.0, 0.0, 114.0, 122.0, 0.0, 114.0, 122.0, 0.001, 0.01, 0.2
10.0, 1386.0, 15.0, 679.0, 692.0, 0.0, 687.0, 699.0, 0.001, 0.01, 0.2
20.0, 5084.0, 124.0, 2419.0, 2541.0, 6.0, 2475.0, 2603.0, 0.001, 0.01, 0.2
30.0, 8659.0, 262.0, 4120.0, 4277.0, 18.0, 4228.0, 4413.0, 0.001, 0.01, 0.2
40.0, 9781.0, 391.0, 4590.0, 4800.0, 27.0, 4760.0, 4994.0, 0.001, 0.01, 0.2
50.0, 9925.0, 498.0, 4657.0, 4770.0, 44.0, 4864.0, 5017.0, 0.001, 0.01, 0.2
60.0, 9928.0, 614.0, 4611.0, 4703.0, 65.0, 4866.0, 4997.0, 0.001, 0.01, 0.2
70.0, 9932.0, 742.0, 4546.0, 4644.0, 89.0, 4854.0, 4989.0, 0.001, 0.01, 0.2
80.0, 9922.0, 835.0, 4499.0, 4588.0, 100.0, 4839.0, 4983.0, 0.001, 0.01, 0.2
90.0, 9936.0, 966.0, 4435.0, 4535.0, 123.0, 4829.0, 4984.0, 0.001, 0.01, 0.2
100.0, 9937.0, 1081.0, 4360.0, 4496.0, 149.0, 4798.0, 4990.0, 0.001, 0.01, 0.2
110.0, 9924.0, 1183.0, 4299.0, 4442.0, 166.0, 4783.0, 4975.0, 0.001, 0.01, 0.2
120.0, 9933.0, 1284.0, 4259.0, 4390.0, 179.0, 4791.0, 4963.0, 0.001, 0.01, 0.2
130.0, 9930.0, 1399.0, 4219.0, 4312.0, 195.0, 4801.0, 4934.0, 0.001, 0.01, 0.2
140.0, 9929.0, 1495.0, 4162.0, 4272.0, 199.0, 4790.0, 4940.0, 0.001, 0.01, 0.2
150.0, 9930.0, 1563.0, 4121.0, 4246.0, 214.0, 4769.0, 4947.0, 0.001, 0.01, 0.2
160.0, 9940.0, 1681.0, 4043.0, 4216.0, 222.0, 4770.0, 4948.0, 0.001, 0.01, 0.2
170.0, 9920.0, 1768.0, 3954.0, 4198.0, 221.0, 4729.0, 4970.0, 0.001, 0.01, 0.2
180.0, 9929.0, 1890.0, 3913.0, 4126.0, 234.0, 4728.0, 4967.0, 0.001, 0.01, 0.2
190.0, 9932.0, 1994.0, 3857.0, 4081.0, 251.0, 4717.0, 4964.0, 0.001, 0.01, 0.2
200.0, 9926.0, 2070.0, 3808.0, 4048.0, 250.0, 4706.0, 4970.0, 0.001, 0.01, 0.2
210.0, 9945.0, 2208.0, 3743.0, 3994.0, 267.0, 4714.0, 4964.0, 0.001, 0.01, 0.2
220.0, 9938.0, 2300.0, 3716.0, 3922.0, 272.0, 4731.0, 4935.0, 0.001, 0.01, 0.2
230.0, 9917.0, 2392.0, 3670.0, 3855.0, 291.0, 4722.0, 4904.0, 0.001, 0.01, 0.2
240.0, 9941.0, 2436.0, 3646.0, 3859.0, 299.0, 4713.0, 4929.0, 0.001, 0.01, 0.2
250.0, 9922.0, 2579.0, 3558.0, 3785.0, 326.0, 4686.0, 4910.0, 0.001, 0.01, 0.2
260.0, 9937.0, 2662.0, 3529.0, 3746.0, 341.0, 4693.0, 4903.0, 0.001, 0.01, 0.2
270.0, 9929.0, 2747.0, 3480.0, 3702.0, 358.0, 4682.0, 4889.0, 0.001, 0.01, 0.2
280.0, 9930.0, 2863.0, 3405.0, 3662.0, 383.0, 4667.0, 4880.0, 0.001, 0.01, 0.2
290.0, 9942.0, 2985.0, 3356.0, 3601.0, 397.0, 4673.0, 4872.0, 0.001, 0.01, 0.2
300.0, 9943.0, 3116.0, 3286.0, 3541.0, 423.0, 4654.0, 4866.0, 0.001, 0.01, 0.2
310.0, 9943.0, 3226.0, 3210.0, 3507.0, 446.0, 4625.0, 4872.0, 0.001, 0.01, 0.2
320.0, 9930.0, 3339.0, 3149.0, 3442.0, 470.0, 4622.0, 4838.0, 0.001, 0.01, 0.2
330.0, 9927.0, 3440.0, 3094.0, 3393.0, 482.0, 4604.0, 4841.0, 0.001, 0.01, 0.2
340.0, 9926.0, 3536.0, 3045.0, 3345.0, 499.0, 4601.0, 4826.0, 0.001, 0.01, 0.2
350.0, 9952.0, 3634.0, 3015.0, 3303.0, 524.0, 4594.0, 4834.0, 0.001, 0.01, 0.2
360.0, 9941.0, 3730.0, 2961.0, 3250.0, 544.0, 4581.0, 4816.0, 0.001, 0.01, 0.2
370.0, 9941.0, 3813.0, 2937.0, 3191.0, 559.0, 4584.0, 4798.0, 0.001, 0.01, 0.2
380.0, 9923.0, 3884.0, 2902.0, 3137.0, 567.0, 4564.0, 4792.0, 0.001, 0.01, 0.2
390.0, 9934.0, 3969.0, 2872.0, 3093.0, 575.0, 4563.0, 4796.0, 0.001, 0.01, 0.2
400.0, 9933.0, 4065.0, 2825.0, 3043.0, 577.0, 4567.0, 4789.0, 0.001, 0.01, 0.2
410.0, 9933.0, 4143.0, 2788.0, 3002.0, 589.0, 4574.0, 4770.0, 0.001, 0.01, 0.2
420.0, 9941.0, 4244.0, 2741.0, 2956.0, 613.0, 4554.0, 4774.0, 0.001, 0.01, 0.2
430.0, 9941.0, 4334.0, 2711.0, 2896.0, 624.0, 4564.0, 4753.0, 0.001, 0.01, 0.2
440.0, 9940.0, 4470.0, 2654.0, 2816.0, 649.0, 4566.0, 4725.0, 0.001, 0.01, 0.2
450.0, 9920.0, 4514.0, 2622.0, 2784.0, 649.0, 4547.0, 4724.0, 0.001, 0.01, 0.2
460.0, 9923.0, 4604.0, 2582.0, 2737.0, 657.0, 4560.0, 4706.0, 0.001, 0.01, 0.2
470.0, 9935.0, 4686.0, 2551.0, 2698.0, 666.0, 4567.0, 4702.0, 0.001, 0.01, 0.2
480.0, 9943.0, 4817.0, 2504.0, 2622.0, 684.0, 4567.0, 4692.0, 0.001, 0.01, 0.2
490.0, 9926.0, 4914.0, 2458.0, 2554.0, 700.0, 4562.0, 4664.0, 0.001, 0.01, 0.2
