TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 230.0, 0.0, 117.0, 113.0, 0.0, 117.0, 113.0, 0.001, 0.01, 0.2
10.0, 1237.0, 23.0, 606.0, 608.0, 0.0, 629.0, 608.0, 0.001, 0.01, 0.2
20.0, 4455.0, 110.0, 2109.0, 2236.0, 3.0, 2198.0, 2254.0, 0.001, 0.01, 0.2
30.0, 8199.0, 293.0, 3894.0, 4012.0, 12.0, 4113.0, 4074.0, 0.001, 0.01, 0.2
40.0, 9745.0, 456.0, 4593.0, 4696.0, 27.0, 4901.0, 4817.0, 0.001, 0.01, 0.2
50.0, 9925.0, 548.0, 4668.0, 4709.0, 38.0, 5020.0, 4867.0, 0.001, 0.01, 0.2
60.0, 9912.0, 670.0, 4598.0, 4644.0, 55.0, 4997.0, 4860.0, 0.001, 0.01, 0.2
70.0, 9915.0, 774.0, 4559.0, 4582.0, 72.0, 5007.0, 4836.0, 0.001, 0.01, 0.2
80.0, 9927.0, 871.0, 4532.0, 4524.0, 77.0, 5032.0, 4818.0, 0.001, 0.01, 0.2
90.0, 9925.0, 959.0, 4477.0, 4489.0, 93.0, 5016.0, 4816.0, 0.001, 0.01, 0.2
100.0, 9936.0, 1071.0, 4410.0, 4455.0, 108.0, 4999.0, 4829.0, 0.001, 0.01, 0.2
110.0, 9924.0, 1161.0, 4370.0, 4393.0, 127.0, 4975.0, 4822.0, 0.001, 0.01, 0.2
120.0, 9934.0, 1254.0, 4329.0, 4351.0, 149.0, 4988.0, 4797.0, 0.001, 0.01, 0.2
130.0, 9941.0, 1384.0, 4254.0, 4303.0, 174.0, 4957.0, 4810.0, 0.001, 0.01, 0.2
140.0, 9949.0, 1490.0, 4223.0, 4236.0, 193.0, 4966.0, 4790.0, 0.001, 0.01, 0.2
150.0, 9926.0, 1602.0, 4155.0, 4169.0, 208.0, 4947.0, 4771.0, 0.001, 0.01, 0.2
160.0, 9920.0, 1714.0, 4080.0, 4126.0, 234.0, 4927.0, 4759.0, 0.001, 0.01, 0.2
170.0, 9922.0, 1804.0, 4028.0, 4090.0, 254.0, 4916.0, 4752.0, 0.001, 0.01, 0.2
180.0, 9929.0, 1880.0, 3970.0, 4079.0, 252.0, 4902.0, 4775.0, 0.001, 0.01, 0.2
190.0, 9930.0, 1999.0, 3888.0, 4043.0, 274.0, 4872.0, 4784.0, 0.001, 0.01, 0.2
200.0, 9937.0, 2079.0, 3842.0, 4016.0, 280.0, 4872.0, 4785.0, 0.001, 0.01, 0.2
210.0, 9923.0, 2174.0, 3794.0, 3955.0, 307.0, 4847.0, 4769.0, 0.001, 0.01, 0.2
220.0, 9931.0, 2292.0, 3733.0, 3906.0, 329.0, 4837.0, 4765.0, 0.001, 0.01, 0.2
230.0, 9942.0, 2408.0, 3672.0, 3862.0, 349.0, 4823.0, 4770.0, 0.001, 0.01, 0.2
240.0, 9933.0, 2489.0, 3611.0, 3833.0, 361.0, 4808.0, 4764.0, 0.001, 0.01, 0.2
250.0, 9931.0, 2567.0, 3576.0, 3788.0, 372.0, 4793.0, 4766.0, 0.001, 0.01, 0.2
260.0, 9935.0, 2667.0, 3537.0, 3731.0, 394.0, 4803.0, 4738.0, 0.001, 0.01, 0.2
270.0, 9941.0, 2742.0, 3485.0, 3714.0, 410.0, 4780.0, 4751.0, 0.001, 0.01, 0.2
280.0, 9931.0, 2822.0, 3425.0, 3684.0, 420.0, 4771.0, 4740.0, 0.001, 0.01, 0.2
290.0, 9923.0, 2923.0, 3373.0, 3627.0, 432.0, 4781.0, 4710.0, 0.001, 0.01, 0.2
300.0, 9947.0, 3045.0, 3295.0, 3607.0, 458.0, 4756.0, 4733.0, 0.001, 0.01, 0.2
310.0, 9940.0, 3119.0, 3254.0, 3567.0, 465.0, 4753.0, 4722.0, 0.001, 0.01, 0.2
320.0, 9937.0, 3214.0, 3184.0, 3539.0, 467.0, 4743.0, 4727.0, 0.001, 0.01, 0.2
330.0, 9935.0, 3320.0, 3131.0, 3484.0, 496.0, 4718.0, 4721.0, 0.001, 0.01, 0.2
340.0, 9943.0, 3405.0, 3111.0, 3427.0, 519.0, 4737.0, 4687.0, 0.001, 0.01, 0.2
350.0, 9941.0, 3474.0, 3067.0, 3400.0, 548.0, 4706.0, 4687.0, 0.001, 0.01, 0.2
360.0, 9920.0, 3560.0, 3025.0, 3335.0, 580.0, 4666.0, 4674.0, 0.001, 0.01, 0.2
370.0, 9944.0, 3667.0, 2979.0, 3298.0, 613.0, 4650.0, 4681.0, 0.001, 0.01, 0.2
380.0, 9922.0, 3756.0, 2908.0, 3258.0, 634.0, 4611.0, 4677.0, 0.001, 0.01, 0.2
390.0, 9943.0, 3821.0, 2905.0, 3217.0, 645.0, 4629.0, 4669.0, 0.001, 0.01, 0.2
