TIdx,Pop,n_fused,n_parental,n_resistant,n_yellow,n_green,n_red, fuseProb, dieProb, birthProb

0.0, 232.0, 0.0, 115.0, 117.0, 0.0, 115.0, 117.0, 0.001, 0.01, 0.2
10.0, 1411.0, 4.0, 699.0, 708.0, 0.0, 701.0, 710.0, 0.001, 0.01, 0.2
20.0, 5017.0, 68.0, 2436.0, 2513.0, 2.0, 2470.0, 2545.0, 0.001, 0.01, 0.2
30.0, 8450.0, 181.0, 4118.0, 4151.0, 9.0, 4204.0, 4237.0, 0.001, 0.01, 0.2
40.0, 9541.0, 328.0, 4554.0, 4659.0, 24.0, 4706.0, 4811.0, 0.001, 0.01, 0.2
50.0, 9868.0, 441.0, 4662.0, 4765.0, 36.0, 4870.0, 4962.0, 0.001, 0.01, 0.2
60.0, 9928.0, 515.0, 4669.0, 4744.0, 43.0, 4909.0, 4976.0, 0.001, 0.01, 0.2
70.0, 9935.0, 601.0, 4637.0, 4697.0, 52.0, 4911.0, 4972.0, 0.001, 0.01, 0.2
80.0, 9946.0, 709.0, 4599.0, 4638.0, 60.0, 4915.0, 4971.0, 0.001, 0.01, 0.2
90.0, 9934.0, 798.0, 4565.0, 4571.0, 74.0, 4926.0, 4934.0, 0.001, 0.01, 0.2
100.0, 9930.0, 923.0, 4535.0, 4472.0, 89.0, 4937.0, 4904.0, 0.001, 0.01, 0.2
110.0, 9925.0, 1004.0, 4442.0, 4479.0, 103.0, 4883.0, 4939.0, 0.001, 0.01, 0.2
120.0, 9932.0, 1090.0, 4399.0, 4443.0, 111.0, 4880.0, 4941.0, 0.001, 0.01, 0.2
130.0, 9938.0, 1200.0, 4363.0, 4375.0, 136.0, 4893.0, 4909.0, 0.001, 0.01, 0.2
140.0, 9931.0, 1317.0, 4286.0, 4328.0, 153.0, 4879.0, 4899.0, 0.001, 0.01, 0.2
150.0, 9924.0, 1441.0, 4235.0, 4248.0, 182.0, 4868.0, 4874.0, 0.001, 0.01, 0.2
160.0, 9918.0, 1550.0, 4175.0, 4193.0, 194.0, 4856.0, 4868.0, 0.001, 0.01, 0.2
170.0, 9940.0, 1675.0, 4125.0, 4140.0, 220.0, 4864.0, 4856.0, 0.001, 0.01, 0.2
180.0, 9935.0, 1780.0, 4058.0, 4097.0, 235.0, 4842.0, 4858.0, 0.001, 0.01, 0.2
190.0, 9933.0, 1866.0, 4034.0, 4033.0, 250.0, 4867.0, 4816.0, 0.001, 0.01, 0.2
200.0, 9923.0, 1962.0, 3985.0, 3976.0, 261.0, 4875.0, 4787.0, 0.001, 0.01, 0.2
210.0, 9946.0, 2061.0, 3937.0, 3948.0, 269.0, 4880.0, 4797.0, 0.001, 0.01, 0.2
220.0, 9937.0, 2195.0, 3873.0, 3869.0, 285.0, 4873.0, 4779.0, 0.001, 0.01, 0.2
230.0, 9930.0, 2277.0, 3827.0, 3826.0, 301.0, 4866.0, 4763.0, 0.001, 0.01, 0.2
240.0, 9932.0, 2392.0, 3768.0, 3772.0, 320.0, 4856.0, 4756.0, 0.001, 0.01, 0.2
250.0, 9933.0, 2507.0, 3716.0, 3710.0, 338.0, 4849.0, 4746.0, 0.001, 0.01, 0.2
260.0, 9930.0, 2599.0, 3684.0, 3647.0, 343.0, 4850.0, 4737.0, 0.001, 0.01, 0.2
270.0, 9927.0, 2702.0, 3626.0, 3599.0, 356.0, 4836.0, 4735.0, 0.001, 0.01, 0.2
280.0, 9949.0, 2754.0, 3640.0, 3555.0, 367.0, 4860.0, 4722.0, 0.001, 0.01, 0.2
290.0, 9931.0, 2807.0, 3634.0, 3490.0, 387.0, 4865.0, 4679.0, 0.001, 0.01, 0.2
300.0, 9935.0, 2934.0, 3567.0, 3434.0, 402.0, 4864.0, 4669.0, 0.001, 0.01, 0.2
310.0, 9945.0, 3075.0, 3498.0, 3372.0, 437.0, 4859.0, 4649.0, 0.001, 0.01, 0.2
320.0, 9938.0, 3162.0, 3458.0, 3318.0, 463.0, 4849.0, 4626.0, 0.001, 0.01, 0.2
330.0, 9920.0, 3249.0, 3425.0, 3246.0, 470.0, 4831.0, 4619.0, 0.001, 0.01, 0.2
340.0, 9921.0, 3327.0, 3389.0, 3205.0, 489.0, 4853.0, 4579.0, 0.001, 0.01, 0.2
350.0, 9925.0, 3446.0, 3310.0, 3169.0, 518.0, 4838.0, 4569.0, 0.001, 0.01, 0.2
360.0, 9949.0, 3610.0, 3252.0, 3087.0, 549.0, 4817.0, 4583.0, 0.001, 0.01, 0.2
370.0, 9926.0, 3678.0, 3184.0, 3064.0, 565.0, 4781.0, 4580.0, 0.001, 0.01, 0.2
380.0, 9933.0, 3761.0, 3145.0, 3027.0, 584.0, 4771.0, 4578.0, 0.001, 0.01, 0.2
390.0, 9943.0, 3851.0, 3091.0, 3001.0, 610.0, 4760.0, 4573.0, 0.001, 0.01, 0.2
400.0, 9942.0, 3963.0, 3022.0, 2957.0, 639.0, 4722.0, 4581.0, 0.001, 0.01, 0.2
